o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority
3016068,67256,O,187411.81,1997-12-29,5-LOW,Clerk#000000818,0
3016069,119399,F,185548.74,1993-05-20,4-NOT SPECIFIED,Clerk#000000224,0
3016070,38195,F,20490.55,1994-09-27,5-LOW,Clerk#000000757,0
3016071,79532,O,223011.67,1996-03-18,5-LOW,Clerk#000000850,0
3016096,42889,O,53105.95,1997-10-12,3-MEDIUM,Clerk#000000583,0
3016097,57971,F,40058.16,1994-01-17,2-HIGH,Clerk#000000549,0
3016098,54503,O,94307.16,1996-03-04,3-MEDIUM,Clerk#000000514,0
3016099,116770,F,47971.26,1992-10-20,4-NOT SPECIFIED,Clerk#000000143,0
3016100,74299,F,114580.47,1994-07-16,1-URGENT,Clerk#000000665,0
3016101,141856,O,225027.28,1997-07-21,5-LOW,Clerk#000000309,0
3016102,43748,F,1771.52,1992-08-10,3-MEDIUM,Clerk#000000850,0
3016103,114514,F,42458.34,1993-02-05,1-URGENT,Clerk#000000615,0
3016128,128212,O,1882.41,1997-07-02,3-MEDIUM,Clerk#000000940,0
3016129,96967,F,172280.84,1992-09-03,1-URGENT,Clerk#000000527,0
3016130,95210,P,92710.64,1995-05-21,4-NOT SPECIFIED,Clerk#000000894,0
3016131,143047,F,220606.38,1992-12-29,2-HIGH,Clerk#000000519,0
3016132,133084,O,72960.56,1995-08-29,4-NOT SPECIFIED,Clerk#000000313,0
3016133,70177,O,336606.53,1997-03-17,3-MEDIUM,Clerk#000000042,0
3016134,8495,O,159532.21,1995-07-31,2-HIGH,Clerk#000000068,0
3016135,125132,O,118848.12,1997-07-24,1-URGENT,Clerk#000000429,0
3016160,82633,F,114310.11,1993-06-11,5-LOW,Clerk#000000184,0
3016161,107725,P,207164.70,1995-02-24,5-LOW,Clerk#000000301,0
3016162,21875,O,182363.68,1996-07-02,5-LOW,Clerk#000000128,0
3016163,147809,F,103728.92,1993-12-06,4-NOT SPECIFIED,Clerk#000000618,0
3016164,71134,O,325427.64,1998-01-25,4-NOT SPECIFIED,Clerk#000000067,0
3016165,30709,F,77115.34,1995-02-22,4-NOT SPECIFIED,Clerk#000000521,0
3016166,117749,F,156903.09,1993-03-18,4-NOT SPECIFIED,Clerk#000000405,0
3016167,46621,O,90612.51,1996-11-04,3-MEDIUM,Clerk#000000820,0
3016192,90815,O,275511.40,1996-03-08,5-LOW,Clerk#000000147,0
3016193,68623,O,189022.49,1996-11-26,2-HIGH,Clerk#000000653,0
3016194,118298,O,124941.77,1998-05-17,2-HIGH,Clerk#000000642,0
3016195,134437,F,177038.92,1994-02-07,3-MEDIUM,Clerk#000000814,0
3016196,17938,F,195041.31,1992-07-17,5-LOW,Clerk#000000796,0
3016197,120428,F,74851.25,1993-03-02,5-LOW,Clerk#000000016,0
3016198,81196,O,157944.64,1997-03-07,4-NOT SPECIFIED,Clerk#000000351,0
3016199,105919,O,152782.21,1995-09-18,1-URGENT,Clerk#000000175,0
3016224,109672,F,181142.71,1992-09-01,5-LOW,Clerk#000000460,0
3016225,50306,O,20692.62,1996-05-27,2-HIGH,Clerk#000000055,0
3016226,89371,F,177831.04,1992-10-29,1-URGENT,Clerk#000000974,0
3016227,106030,O,138350.76,1996-04-09,4-NOT SPECIFIED,Clerk#000000874,0
3016228,42667,O,97005.00,1998-02-13,4-NOT SPECIFIED,Clerk#000000230,0
3016229,79136,O,335941.92,1996-12-10,5-LOW,Clerk#000000753,0
3016230,133031,O,105865.51,1996-02-01,2-HIGH,Clerk#000000226,0
3016231,89036,F,219830.52,1993-01-26,4-NOT SPECIFIED,Clerk#000000722,0
3016256,12196,F,199365.75,1992-02-28,5-LOW,Clerk#000000808,0
3016257,55426,O,42816.00,1995-10-21,1-URGENT,Clerk#000000917,0
3016258,34219,F,199441.08,1994-02-21,1-URGENT,Clerk#000000040,0
3016259,142342,F,143342.85,1993-05-27,3-MEDIUM,Clerk#000000500,0
3016260,128183,F,23844.91,1992-04-24,5-LOW,Clerk#000000418,0
3016261,70888,O,71867.45,1996-02-11,2-HIGH,Clerk#000000336,0
3016262,88405,O,301350.40,1996-12-05,1-URGENT,Clerk#000000128,0
3016263,45737,O,51763.39,1996-05-27,4-NOT SPECIFIED,Clerk#000000231,0
3016288,99694,F,110234.74,1993-03-26,1-URGENT,Clerk#000000754,0
3016289,35849,O,126810.83,1996-01-19,2-HIGH,Clerk#000000703,0
3016290,99295,O,82918.75,1996-08-05,4-NOT SPECIFIED,Clerk#000000920,0
3016291,96424,O,160656.10,1995-06-28,5-LOW,Clerk#000000454,0
3016292,124021,F,5873.99,1994-11-28,4-NOT SPECIFIED,Clerk#000000139,0
3016293,139429,O,79908.70,1996-04-11,4-NOT SPECIFIED,Clerk#000000182,0
3016294,59546,F,341103.96,1995-01-25,3-MEDIUM,Clerk#000000393,0
3016295,128086,O,82686.56,1996-08-16,1-URGENT,Clerk#000000007,0
3016320,71279,O,108745.06,1997-07-13,2-HIGH,Clerk#000000560,0
3016321,75608,F,184624.36,1994-05-07,3-MEDIUM,Clerk#000000570,0
3016322,92809,O,100646.11,1996-07-16,1-URGENT,Clerk#000000414,0
3016323,120014,O,219439.92,1995-12-17,5-LOW,Clerk#000000663,0
3016324,25084,F,96333.36,1994-02-06,1-URGENT,Clerk#000000760,0
3016325,84473,F,233425.69,1993-01-27,5-LOW,Clerk#000000403,0
3016326,136861,F,230494.06,1992-02-21,1-URGENT,Clerk#000000648,0
3016327,122060,F,387075.05,1994-04-23,2-HIGH,Clerk#000000451,0
3016352,47945,F,60248.77,1993-07-16,1-URGENT,Clerk#000000924,0
3016353,6854,O,121671.93,1998-06-24,4-NOT SPECIFIED,Clerk#000000181,0
3016354,128426,F,192177.37,1994-08-31,4-NOT SPECIFIED,Clerk#000000480,0
3016355,97837,O,180897.86,1995-09-12,1-URGENT,Clerk#000000867,0
3016356,14654,O,179972.09,1998-06-23,4-NOT SPECIFIED,Clerk#000000568,0
3016357,133741,O,292687.45,1998-02-11,5-LOW,Clerk#000000769,0
3016358,9139,F,220039.28,1992-06-25,4-NOT SPECIFIED,Clerk#000000197,0
3016359,122530,F,18340.53,1992-06-27,1-URGENT,Clerk#000000521,0
3016384,136798,O,274468.46,1996-03-15,2-HIGH,Clerk#000000689,0
3016385,96659,O,102305.90,1995-10-10,4-NOT SPECIFIED,Clerk#000000496,0
3016386,39052,O,150550.15,1995-06-03,5-LOW,Clerk#000000786,0
3016387,81886,F,87924.88,1994-07-24,3-MEDIUM,Clerk#000000173,0
3016388,129221,O,10563.77,1997-09-10,2-HIGH,Clerk#000000626,0
3016389,113576,O,74638.61,1997-04-09,2-HIGH,Clerk#000000782,0
3016390,113104,O,63936.80,1998-06-23,4-NOT SPECIFIED,Clerk#000000940,0
3016391,107695,O,114736.13,1995-06-16,5-LOW,Clerk#000000302,0
3016416,107386,F,210673.05,1994-12-13,4-NOT SPECIFIED,Clerk#000000784,0
3016417,3538,F,288365.36,1993-12-23,1-URGENT,Clerk#000000616,0
3016418,62902,F,30743.95,1994-11-10,5-LOW,Clerk#000000903,0
3016419,142472,O,121572.69,1995-08-20,1-URGENT,Clerk#000000670,0
3016420,61819,F,109474.79,1993-03-19,5-LOW,Clerk#000000638,0
3016421,85735,F,65893.60,1993-02-02,2-HIGH,Clerk#000000230,0
3016422,17131,F,280480.16,1993-09-04,5-LOW,Clerk#000000122,0
3016423,41978,O,312156.41,1995-10-21,5-LOW,Clerk#000000726,0
3016448,63242,O,209195.40,1995-05-26,2-HIGH,Clerk#000000958,0
3016449,149374,F,238581.04,1994-05-06,3-MEDIUM,Clerk#000000081,0
3016450,120017,O,29326.85,1998-01-13,3-MEDIUM,Clerk#000000984,0
3016451,75020,O,13753.92,1997-12-14,5-LOW,Clerk#000000658,0
3016452,98177,F,152160.46,1994-05-12,1-URGENT,Clerk#000000009,0
3016453,51059,F,70296.04,1994-02-26,2-HIGH,Clerk#000000186,0
3016454,143362,O,100228.38,1996-06-12,3-MEDIUM,Clerk#000000331,0
3016455,16027,O,102656.75,1997-12-18,5-LOW,Clerk#000000680,0
3016480,104047,F,98442.36,1992-03-02,5-LOW,Clerk#000000755,0
3016481,141895,O,163849.21,1996-07-19,1-URGENT,Clerk#000000246,0
3016482,126275,F,48756.70,1995-01-30,2-HIGH,Clerk#000000614,0
3016483,97442,O,96842.77,1997-03-23,4-NOT SPECIFIED,Clerk#000000102,0
3016484,148294,P,142983.42,1995-04-11,4-NOT SPECIFIED,Clerk#000000066,0
3016485,105793,F,331725.49,1994-10-09,1-URGENT,Clerk#000000258,0
3016486,106750,O,91403.28,1997-06-04,3-MEDIUM,Clerk#000000428,0
3016487,128092,O,167744.23,1998-03-04,2-HIGH,Clerk#000000296,0
3016512,30553,O,20654.18,1995-07-17,1-URGENT,Clerk#000000493,0
3016513,45668,F,140604.42,1993-04-22,1-URGENT,Clerk#000000351,0
3016514,130999,F,65895.50,1994-06-08,1-URGENT,Clerk#000000657,0
3016515,130751,O,36893.70,1998-03-08,3-MEDIUM,Clerk#000000185,0
3016516,31084,O,238638.56,1998-01-12,3-MEDIUM,Clerk#000000005,0
3016517,108322,O,175995.09,1998-01-31,5-LOW,Clerk#000000169,0
3016518,137906,F,202638.90,1995-01-26,5-LOW,Clerk#000000813,0
3016519,134896,F,38529.50,1992-05-14,4-NOT SPECIFIED,Clerk#000000008,0
3016544,88153,O,45035.39,1995-09-28,4-NOT SPECIFIED,Clerk#000000587,0
3016545,19474,O,293952.36,1998-07-14,1-URGENT,Clerk#000000097,0
3016546,149483,O,63111.20,1995-06-29,1-URGENT,Clerk#000000017,0
3016547,145048,O,154780.41,1998-03-26,4-NOT SPECIFIED,Clerk#000000877,0
3016548,2107,O,51385.95,1996-01-22,4-NOT SPECIFIED,Clerk#000000614,0
3016549,139919,F,190518.82,1992-08-01,4-NOT SPECIFIED,Clerk#000000753,0
3016550,56525,O,235247.23,1995-11-21,4-NOT SPECIFIED,Clerk#000000918,0
3016551,55538,O,233683.17,1997-09-16,4-NOT SPECIFIED,Clerk#000000883,0
3016576,125843,F,171786.82,1993-12-06,4-NOT SPECIFIED,Clerk#000000389,0
3016577,31045,F,85179.76,1992-12-20,2-HIGH,Clerk#000000094,0
3016578,53392,F,215501.51,1992-02-23,3-MEDIUM,Clerk#000000826,0
3016579,53258,F,109251.84,1993-06-05,4-NOT SPECIFIED,Clerk#000000165,0
3016580,43642,O,186400.48,1998-06-20,3-MEDIUM,Clerk#000000121,0
3016581,140218,F,47814.13,1994-05-29,4-NOT SPECIFIED,Clerk#000000231,0
3016582,131683,O,183670.52,1996-11-14,4-NOT SPECIFIED,Clerk#000000553,0
3016583,91165,F,166963.09,1994-09-09,3-MEDIUM,Clerk#000000532,0
3016608,93361,F,71222.52,1994-07-01,5-LOW,Clerk#000000284,0
3016609,91210,F,299970.57,1994-11-25,3-MEDIUM,Clerk#000000219,0
3016610,104297,F,67144.64,1993-06-26,4-NOT SPECIFIED,Clerk#000000143,0
3016611,5200,O,367503.82,1995-06-24,5-LOW,Clerk#000000983,0
3016612,69640,O,235051.13,1998-02-27,2-HIGH,Clerk#000000862,0
3016613,119170,O,289219.96,1996-06-03,3-MEDIUM,Clerk#000000594,0
3016614,89662,O,25929.29,1997-09-10,3-MEDIUM,Clerk#000000169,0
3016615,29668,O,97255.59,1997-04-27,1-URGENT,Clerk#000000747,0
3016640,10675,O,310103.90,1997-01-14,2-HIGH,Clerk#000000805,0
3016641,13154,F,311243.02,1993-02-23,1-URGENT,Clerk#000000186,0
3016642,116116,F,116579.21,1993-09-20,4-NOT SPECIFIED,Clerk#000000113,0
3016643,29755,O,83580.86,1997-12-31,4-NOT SPECIFIED,Clerk#000000963,0
3016644,137653,F,128371.54,1993-09-23,5-LOW,Clerk#000000505,0
3016645,81187,F,25677.90,1992-12-18,5-LOW,Clerk#000000688,0
3016646,104650,F,61215.32,1994-08-06,3-MEDIUM,Clerk#000000724,0
3016647,84149,O,113570.80,1998-02-24,4-NOT SPECIFIED,Clerk#000000219,0
3016672,85078,F,207561.63,1993-12-12,1-URGENT,Clerk#000000058,0
3016673,103757,O,88182.38,1998-01-01,3-MEDIUM,Clerk#000000238,0
3016674,77590,O,54168.98,1997-10-26,5-LOW,Clerk#000000535,0
3016675,77617,O,53779.99,1997-01-15,1-URGENT,Clerk#000000790,0
3016676,96091,F,159058.44,1994-01-21,1-URGENT,Clerk#000000268,0
3016677,67897,F,77724.08,1994-05-22,4-NOT SPECIFIED,Clerk#000000643,0
3016678,80174,F,250860.18,1993-08-09,4-NOT SPECIFIED,Clerk#000000250,0
3016679,24433,O,215504.65,1995-10-31,1-URGENT,Clerk#000000112,0
3016704,88922,F,298486.07,1994-10-17,3-MEDIUM,Clerk#000000090,0
3016705,52637,F,83705.31,1992-10-06,4-NOT SPECIFIED,Clerk#000000867,0
3016706,111035,O,198092.86,1995-08-27,4-NOT SPECIFIED,Clerk#000000993,0
3016707,14974,O,276149.61,1996-09-23,3-MEDIUM,Clerk#000000095,0
3016708,109060,F,246941.01,1994-10-29,4-NOT SPECIFIED,Clerk#000000728,0
3016709,90097,P,266645.30,1995-04-13,5-LOW,Clerk#000000971,0
3016710,3328,O,111240.87,1996-11-24,5-LOW,Clerk#000000953,0
3016711,108380,F,150176.72,1993-09-01,4-NOT SPECIFIED,Clerk#000000905,0
3016736,89809,F,97285.72,1992-03-14,2-HIGH,Clerk#000000325,0
3016737,115844,O,184168.88,1996-10-14,2-HIGH,Clerk#000000011,0
3016738,135760,F,1392.31,1993-09-02,5-LOW,Clerk#000000221,0
3016739,62359,O,111028.88,1997-12-04,4-NOT SPECIFIED,Clerk#000000702,0
3016740,139978,O,7280.29,1997-11-30,1-URGENT,Clerk#000000142,0
3016741,139933,F,267504.45,1994-02-07,5-LOW,Clerk#000000867,0
3016742,129809,F,66631.01,1992-04-09,5-LOW,Clerk#000000242,0
3016743,89173,F,224883.38,1994-05-19,2-HIGH,Clerk#000000612,0
3016768,69004,F,256213.23,1992-09-01,2-HIGH,Clerk#000000723,0
3016769,81713,F,202217.67,1992-05-20,1-URGENT,Clerk#000000626,0
3016770,92845,O,207348.13,1998-06-27,3-MEDIUM,Clerk#000000919,0
3016771,143156,O,197143.41,1998-03-18,1-URGENT,Clerk#000000475,0
3016772,12430,O,16629.98,1997-04-16,2-HIGH,Clerk#000000544,0
3016773,96931,F,143032.23,1995-01-27,3-MEDIUM,Clerk#000000459,0
3016774,104353,F,132523.31,1994-03-24,5-LOW,Clerk#000000899,0
3016775,49078,O,58058.75,1996-11-30,4-NOT SPECIFIED,Clerk#000000172,0
3016800,142580,O,396830.62,1997-06-18,2-HIGH,Clerk#000000452,0
3016801,84481,O,118385.04,1995-07-17,2-HIGH,Clerk#000000754,0
3016802,96332,F,70961.07,1994-11-14,2-HIGH,Clerk#000000589,0
3016803,87142,O,145847.63,1998-03-02,1-URGENT,Clerk#000000433,0
3016804,114049,O,21701.40,1996-02-07,4-NOT SPECIFIED,Clerk#000000192,0
3016805,106777,O,43371.95,1998-05-30,1-URGENT,Clerk#000000201,0
3016806,130244,O,42130.41,1997-12-16,3-MEDIUM,Clerk#000000076,0
3016807,56611,O,89013.39,1997-09-13,1-URGENT,Clerk#000000646,0
3016832,144167,F,158719.80,1994-12-21,1-URGENT,Clerk#000000971,0
3016833,52138,O,61735.27,1995-06-04,4-NOT SPECIFIED,Clerk#000000353,0
3016834,115720,O,52639.77,1998-06-15,3-MEDIUM,Clerk#000000814,0
3016835,149207,O,179301.68,1997-02-01,3-MEDIUM,Clerk#000000901,0
3016836,14581,F,223666.29,1995-01-13,1-URGENT,Clerk#000000719,0
3016837,105251,O,198331.88,1995-10-07,1-URGENT,Clerk#000000030,0
3016838,142186,F,158044.76,1993-08-12,4-NOT SPECIFIED,Clerk#000000390,0
3016839,54095,O,189761.45,1998-05-27,4-NOT SPECIFIED,Clerk#000000358,0
3016864,15823,F,24818.19,1994-03-06,3-MEDIUM,Clerk#000000636,0
3016865,115576,O,81989.20,1998-06-18,2-HIGH,Clerk#000000545,0
3016866,114440,F,180971.64,1994-03-13,1-URGENT,Clerk#000000769,0
3016867,84919,F,80727.00,1992-10-22,1-URGENT,Clerk#000000463,0
3016868,126287,O,79759.92,1997-08-14,3-MEDIUM,Clerk#000000525,0
3016869,149309,F,169336.92,1993-02-13,4-NOT SPECIFIED,Clerk#000000546,0
3016870,85348,P,66292.68,1995-03-07,4-NOT SPECIFIED,Clerk#000000360,0
3016871,122770,O,162506.86,1998-08-02,3-MEDIUM,Clerk#000000455,0
3016896,134266,O,136583.85,1996-08-10,1-URGENT,Clerk#000000876,0
3016897,126638,F,238718.90,1995-01-25,4-NOT SPECIFIED,Clerk#000000957,0
3016898,49586,O,18193.74,1995-06-25,4-NOT SPECIFIED,Clerk#000000434,0
3016899,129215,F,277459.29,1993-06-19,3-MEDIUM,Clerk#000000645,0
3016900,8357,F,144123.44,1994-01-29,2-HIGH,Clerk#000000492,0
3016901,42772,F,322251.53,1993-10-05,4-NOT SPECIFIED,Clerk#000000681,0
3016902,48622,F,22510.80,1992-02-24,2-HIGH,Clerk#000000609,0
3016903,123281,P,270804.12,1995-05-20,4-NOT SPECIFIED,Clerk#000000603,0
3016928,24245,O,333211.13,1996-03-07,2-HIGH,Clerk#000000284,0
3016929,81811,O,104909.06,1995-07-27,1-URGENT,Clerk#000000589,0
3016930,65242,F,92517.55,1992-11-26,2-HIGH,Clerk#000000099,0
3016931,18793,F,119282.95,1993-12-11,3-MEDIUM,Clerk#000000543,0
3016932,88994,F,54247.99,1994-01-23,2-HIGH,Clerk#000000137,0
3016933,68899,O,195723.80,1997-07-18,3-MEDIUM,Clerk#000000086,0
3016934,113348,O,184801.38,1998-06-25,5-LOW,Clerk#000000521,0
3016935,25654,O,141604.06,1996-12-25,4-NOT SPECIFIED,Clerk#000000115,0
3016960,35068,F,132171.13,1992-12-08,3-MEDIUM,Clerk#000000627,0
3016961,25649,F,232317.38,1994-09-15,1-URGENT,Clerk#000000744,0
3016962,126106,O,92207.22,1995-07-21,1-URGENT,Clerk#000000987,0
3016963,102838,F,150254.01,1993-09-27,1-URGENT,Clerk#000000800,0
3016964,84511,O,141961.76,1997-09-05,1-URGENT,Clerk#000000714,0
3016965,147406,F,229078.10,1993-09-14,5-LOW,Clerk#000000881,0
3016966,49336,O,309754.79,1996-08-03,4-NOT SPECIFIED,Clerk#000000819,0
3016967,113636,O,197419.00,1995-08-13,3-MEDIUM,Clerk#000000968,0
3016992,76958,F,292848.36,1994-08-12,1-URGENT,Clerk#000000702,0
3016993,116576,F,315945.00,1994-01-13,4-NOT SPECIFIED,Clerk#000000487,0
3016994,127660,F,89802.45,1994-09-25,3-MEDIUM,Clerk#000000915,0
3016995,123971,F,189361.13,1994-06-09,5-LOW,Clerk#000000453,0
3016996,68884,O,86052.87,1997-04-01,5-LOW,Clerk#000000306,0
3016997,20878,O,116251.13,1996-05-31,3-MEDIUM,Clerk#000000436,0
3016998,33707,O,263340.01,1997-03-01,5-LOW,Clerk#000000992,0
3016999,113240,O,75103.39,1997-08-06,1-URGENT,Clerk#000000510,0
3017024,17114,O,138428.64,1998-01-12,3-MEDIUM,Clerk#000000922,0
3017025,84409,O,158844.61,1996-01-07,5-LOW,Clerk#000000818,0
3017026,95443,O,250752.44,1996-08-13,1-URGENT,Clerk#000000319,0
3017027,138199,F,220816.73,1992-02-23,3-MEDIUM,Clerk#000000478,0
3017028,87784,O,12030.13,1998-02-23,1-URGENT,Clerk#000000778,0
3017029,115492,O,325134.57,1997-10-21,2-HIGH,Clerk#000000544,0
3017030,52823,F,126999.21,1993-06-13,2-HIGH,Clerk#000000123,0
3017031,91570,O,26116.46,1995-10-28,1-URGENT,Clerk#000000748,0
3017056,40,F,7438.41,1994-01-08,2-HIGH,Clerk#000000477,0
3017057,65627,O,184813.92,1996-06-24,3-MEDIUM,Clerk#000000376,0
3017058,40229,F,343942.98,1994-11-15,4-NOT SPECIFIED,Clerk#000000754,0
3017059,65950,O,35911.53,1996-06-23,1-URGENT,Clerk#000000629,0
3017060,49733,O,69348.15,1997-09-30,3-MEDIUM,Clerk#000000220,0
3017061,53968,O,37891.31,1996-12-01,1-URGENT,Clerk#000000192,0
3017062,114578,O,161624.97,1998-06-08,2-HIGH,Clerk#000000645,0
3017063,9326,O,77677.07,1998-04-24,1-URGENT,Clerk#000000302,0
3017088,135022,F,165145.39,1993-10-07,4-NOT SPECIFIED,Clerk#000000809,0
3017089,99845,F,59208.79,1994-12-20,3-MEDIUM,Clerk#000000859,0
3017090,29782,O,91294.61,1998-07-02,3-MEDIUM,Clerk#000000308,0
3017091,114064,O,245173.50,1997-12-08,5-LOW,Clerk#000000732,0
3017092,72883,F,155669.41,1993-08-02,2-HIGH,Clerk#000000852,0
3017093,29464,O,99018.40,1995-10-29,3-MEDIUM,Clerk#000000556,0
3017094,32072,O,220793.30,1996-09-07,2-HIGH,Clerk#000000674,0
3017095,71965,O,178992.01,1995-07-12,3-MEDIUM,Clerk#000000483,0
3017120,54169,O,171254.27,1996-08-18,1-URGENT,Clerk#000000236,0
3017121,51754,F,125172.55,1992-04-19,3-MEDIUM,Clerk#000000422,0
3017122,124964,O,243106.24,1997-06-16,2-HIGH,Clerk#000000911,0
3017123,113536,F,267782.78,1994-10-01,2-HIGH,Clerk#000000844,0
3017124,32170,O,214903.13,1995-12-15,4-NOT SPECIFIED,Clerk#000000302,0
3017125,69014,O,89353.92,1996-05-23,4-NOT SPECIFIED,Clerk#000000713,0
3017126,104107,O,40823.47,1995-12-05,1-URGENT,Clerk#000000063,0
3017127,121744,F,220435.07,1994-07-27,4-NOT SPECIFIED,Clerk#000000326,0
3017152,126050,F,59261.92,1992-04-14,5-LOW,Clerk#000000344,0
3017153,59413,F,343585.25,1994-02-19,5-LOW,Clerk#000000170,0
3017154,147338,O,83800.92,1998-03-01,4-NOT SPECIFIED,Clerk#000000225,0
3017155,94987,F,36894.21,1995-05-20,3-MEDIUM,Clerk#000000756,0
3017156,117305,O,289707.25,1996-09-13,1-URGENT,Clerk#000000505,0
3017157,83302,F,69724.31,1993-09-21,3-MEDIUM,Clerk#000000410,0
3017158,84166,F,52102.56,1993-02-28,2-HIGH,Clerk#000000139,0
3017159,53893,F,192640.81,1992-02-01,2-HIGH,Clerk#000000346,0
3017184,71627,F,21549.23,1994-03-14,1-URGENT,Clerk#000000124,0
3017185,80272,F,286541.99,1992-07-30,3-MEDIUM,Clerk#000000136,0
3017186,21293,O,73451.91,1997-10-27,1-URGENT,Clerk#000000620,0
3017187,112223,O,193434.56,1997-04-05,4-NOT SPECIFIED,Clerk#000000795,0
3017188,24757,O,29959.18,1996-08-10,3-MEDIUM,Clerk#000000801,0
3017189,135721,O,327357.45,1996-09-19,2-HIGH,Clerk#000000054,0
3017190,144523,O,198411.08,1997-05-27,2-HIGH,Clerk#000000120,0
3017191,36362,O,107388.56,1996-03-22,2-HIGH,Clerk#000000597,0
3017216,29942,O,13203.23,1995-09-13,3-MEDIUM,Clerk#000000558,0
3017217,121942,O,20051.53,1996-01-11,1-URGENT,Clerk#000000626,0
3017218,14930,F,274854.43,1993-12-03,4-NOT SPECIFIED,Clerk#000000218,0
3017219,125092,O,120347.08,1996-10-11,4-NOT SPECIFIED,Clerk#000000584,0
3017220,148750,O,295357.43,1996-12-07,3-MEDIUM,Clerk#000000982,0
3017221,116144,O,48763.16,1996-03-07,4-NOT SPECIFIED,Clerk#000000578,0
3017222,79831,O,54207.65,1997-02-21,5-LOW,Clerk#000000443,0
3017223,109049,O,153924.29,1996-09-01,1-URGENT,Clerk#000000675,0
3017248,77755,F,125421.26,1994-03-19,2-HIGH,Clerk#000000190,0
3017249,28141,O,212142.93,1998-05-07,5-LOW,Clerk#000000403,0
3017250,12743,F,39535.45,1993-06-29,3-MEDIUM,Clerk#000000753,0
3017251,105988,F,164462.77,1994-03-24,5-LOW,Clerk#000000045,0
3017252,78316,F,150552.97,1994-09-04,2-HIGH,Clerk#000000448,0
3017253,137254,O,96761.92,1996-08-10,4-NOT SPECIFIED,Clerk#000000994,0
3017254,120589,O,46707.11,1996-02-12,3-MEDIUM,Clerk#000000486,0
3017255,67042,O,346878.62,1997-09-18,1-URGENT,Clerk#000000237,0
3017280,112516,O,380181.48,1995-05-27,2-HIGH,Clerk#000000200,0
3017281,138538,O,173619.45,1998-02-03,2-HIGH,Clerk#000000564,0
3017282,93931,F,274257.22,1994-10-12,3-MEDIUM,Clerk#000000305,0
3017283,67139,O,170285.57,1995-07-17,5-LOW,Clerk#000000403,0
3017284,100636,O,226296.25,1998-01-07,3-MEDIUM,Clerk#000000668,0
3017285,117014,F,187815.63,1995-02-05,1-URGENT,Clerk#000000147,0
3017286,143806,O,46616.50,1997-07-07,3-MEDIUM,Clerk#000000733,0
3017287,144289,F,123664.06,1994-04-17,1-URGENT,Clerk#000000535,0
3017312,12373,O,44992.65,1997-08-16,2-HIGH,Clerk#000000526,0
3017313,21646,O,156964.57,1997-03-18,5-LOW,Clerk#000000324,0
3017314,46576,F,235823.15,1994-02-28,4-NOT SPECIFIED,Clerk#000000729,0
3017315,90731,F,140751.37,1992-09-09,4-NOT SPECIFIED,Clerk#000000650,0
3017316,14660,O,61449.01,1997-02-15,5-LOW,Clerk#000000734,0
3017317,88636,O,134648.42,1996-09-07,3-MEDIUM,Clerk#000000870,0
3017318,53536,F,154937.49,1992-01-21,5-LOW,Clerk#000000831,0
3017319,62882,O,183412.16,1997-05-03,3-MEDIUM,Clerk#000000202,0
3017344,101584,F,105267.00,1992-12-31,3-MEDIUM,Clerk#000000110,0
3017345,149305,O,43513.85,1995-09-22,5-LOW,Clerk#000000605,0
3017346,138079,F,81728.90,1993-12-10,2-HIGH,Clerk#000000835,0
3017347,18524,F,142402.54,1994-12-26,4-NOT SPECIFIED,Clerk#000000448,0
3017348,69079,F,122393.10,1994-09-08,3-MEDIUM,Clerk#000000041,0
3017349,139339,O,137930.21,1997-02-11,4-NOT SPECIFIED,Clerk#000000610,0
3017350,55252,F,262436.72,1993-01-29,5-LOW,Clerk#000000830,0
3017351,116864,O,80974.87,1997-09-06,5-LOW,Clerk#000000843,0
3017376,19049,O,246822.25,1997-08-02,5-LOW,Clerk#000000410,0
3017377,40525,F,176220.56,1993-08-20,2-HIGH,Clerk#000000985,0
3017378,81172,F,136794.97,1994-07-06,2-HIGH,Clerk#000000819,0
3017379,136093,F,239045.84,1993-07-27,3-MEDIUM,Clerk#000000987,0
3017380,107026,O,83897.77,1996-11-04,3-MEDIUM,Clerk#000000233,0
3017381,117371,F,56936.50,1995-04-27,2-HIGH,Clerk#000000467,0
3017382,145535,O,43232.50,1996-10-19,2-HIGH,Clerk#000000016,0
3017383,92774,F,56740.10,1994-03-18,5-LOW,Clerk#000000786,0
3017408,146410,O,114755.15,1995-06-09,1-URGENT,Clerk#000000445,0
3017409,93016,F,166664.72,1994-02-08,2-HIGH,Clerk#000000100,0
3017410,343,O,327094.87,1997-04-10,4-NOT SPECIFIED,Clerk#000000779,0
3017411,49516,F,151605.18,1992-11-02,3-MEDIUM,Clerk#000000155,0
3017412,141994,O,150853.04,1996-10-03,5-LOW,Clerk#000000739,0
3017413,133585,F,121707.93,1993-02-16,5-LOW,Clerk#000000987,0
3017414,93421,F,336613.26,1994-10-28,5-LOW,Clerk#000000118,0
3017415,66859,O,146836.04,1997-09-25,1-URGENT,Clerk#000000805,0
3017440,47203,F,178898.66,1992-09-30,1-URGENT,Clerk#000000743,0
3017441,110476,F,54707.96,1993-11-04,5-LOW,Clerk#000000386,0
3017442,48754,O,73295.20,1997-04-21,3-MEDIUM,Clerk#000000124,0
